Object,Base,Dark,Flat,Mask,Align,Cache,Raw,Crop,Padd,THR,Gamma,noAutoScale,noAutoBright,outputBPS,cameraWB,autoWB,demosaicAlgorithm,fbddNoiseReduction,dcbEnhance,dcbIterations,halfSize,medianFilter,redScale,blueScale,Saturation,Highlight
Star,False,False,False,False,True,True,False,True,0.0,0.85,linear,False,True,16,False,False,3,0,False,0,False,0,1,1,0,5
